Accel. Pedal Pos. (%),Boost Pressure (psi),Actual AFR (AFR),Airflow Mass (lb/min),Charge Air Temp. (F),Coolant Temp. (F),ETC Angle Actual (degrees),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Gear Current (Gear),Ign Corr. Cyl1 (degrees),Ign Timing Cyl1 (degrees),LTFT (%),Lambda (Raw) (AFR),Load Actual (%),Load Des. TQ Ctl (%),Oct Adj Ratio Lrn (Mult),STFT (%),VCT-E Angle Act. (degrees),VCT-I Angle Act. (degrees),WGDC Actual (%),AP Info:[AP3-FOR-001 v1.7.3.0-17779][USDM 2016 Focus ST (50S)][Reflash: Stage3 93 OCT or 98 RON v504.ptm]
13,-7.61,20.29,1.66,104.4,190.6,8.4,2062,10.3,26.3,15,0,32.48,2.34,20.14,0.3,0.33,-1,0,0.8,-0.1,0,0
13,-7.37,17.2,1.66,104.4,190.6,8.13,2057,11.1,28.4,15,0,32.48,2.34,17.2,0.3,0.338,-1,0,8,-0.1,0,0
14,-7.18,15.73,1.72,104.4,190.6,8.22,2073,12.4,31.5,15,0,33.29,2.34,15.88,0.309,0.344,-1,0,17.8,-0.3,0,0
14,-6.79,14.99,1.72,104.4,190.6,8.89,2062,14.2,36.2,5,0,34.37,2.34,14.99,0.309,0.347,-1,0,22.5,-0.2,0,0
14,-6.41,14.85,1.86,104.4,190.6,9.05,2065,15.1,38.5,5,0,35,3.12,14.7,0.334,0.348,-1,0,25.7,-0.1,0,0
14,-6.06,14.55,1.9,104.4,190.6,8.82,2063,15.4,39.2,5,0,34.96,3.12,14.55,0.334,0.348,-1,0,26.1,-0.2,0,0
14,-5.98,14.41,1.9,104.4,190.6,8.6,2062,15.6,39.6,5,0,34.96,3.12,14.41,0.34,0.348,-1,0,28.1,-0.2,0,0
14,-5.93,14.26,1.89,104.4,190.6,8.54,2063,15.5,39.5,5,0,35.05,3.12,14.26,0.34,0.348,-1,0,28.9,-0.1,0,0
14,-5.87,14.26,1.89,104.4,190.6,8.5,2064,15.7,39.9,5,0,35.05,3.12,14.26,0.341,0.348,-1,0,29.4,0,0,0
14,-5.85,14.26,1.91,104.4,190.6,8.49,2064,15.9,40.3,5,0,35.1,3.12,14.26,0.341,0.348,-1,0,29.6,-0.2,0,0
14,-5.82,14.26,1.91,104.4,190.6,8.49,2065,15.9,40.3,5,0,35.04,3.12,14.26,0.344,0.349,-1,0,30,-0.1,0,0
14,-5.8,14.11,1.92,104.4,190.6,8.49,2066,16.1,40.9,5,0,35.07,3.12,14.11,0.345,0.349,-1,0,30.1,-0.1,0,0
14,-5.76,14.11,1.92,104.4,190.6,8.49,2069,16.1,40.8,5,0,35.01,3.12,14.11,0.345,0.349,-1,0.78,30.1,-0.1,0,0
14,-5.78,13.96,1.93,104.4,190.6,8.49,2067,16,40.6,5,0,35.01,3.12,13.96,0.345,0.348,-1,1.56,30,-0.2,0,0
14,-5.77,13.96,1.93,104.4,190.6,8.49,2069,16.3,41.3,5,0,35.01,3.12,13.96,0.345,0.348,-1,1.56,30.2,-0.1,0,0
14,-5.74,13.96,1.93,104.4,190.6,8.49,2070,16.1,40.9,5,0,35.07,3.12,13.96,0.345,0.349,-1,1.56,30.1,0,0,0
14,-5.73,13.82,1.93,104.4,190.6,8.49,2075,16.3,41.2,5,0,35.1,3.12,13.82,0.345,0.349,-1,2.34,30,-0.1,0,0
14,-5.74,13.82,1.93,104.4,190.6,8.49,2072,16.1,40.7,5,0,35.17,3.12,13.82,0.346,0.348,-1,2.34,30.1,-0.2,0,0
14,-5.72,13.82,1.93,104.4,190.6,8.49,2072,16.1,40.9,5,0,35.18,3.12,13.82,0.346,0.348,-1,2.34,30.1,-0.1,0,0
14,-5.72,13.67,1.93,104.4,190.6,8.49,2070,15.9,40.4,5,0,35.28,3.12,13.67,0.345,0.349,-1,1.56,29.9,0,0,0
14,-5.72,13.67,1.93,104.4,190.6,8.49,2075,16.1,40.7,5,0,35.26,3.12,13.67,0.345,0.349,-1,1.56,29.8,-0.2,0,0
14,-5.72,13.67,1.93,104.4,190.6,8.49,2076,15.9,40.3,5,0,35.37,3.12,13.67,0.345,0.35,-1,1.56,30,-0.1,0,0
14,-5.72,13.82,1.93,104.4,190.8,8.49,2071,16,40.6,5,0,35.41,3.12,13.82,0.345,0.351,-1,1.56,29.9,-0.1,0,0
14,-5.7,13.82,1.93,104.4,190.8,8.49,2073,15.9,40.3,5,0,35.52,3.12,13.82,0.345,0.352,-1,1.56,29.8,-0.1,0,0
14,-5.71,13.96,1.94,104.4,190.6,8.49,2073,15.8,40.1,5,0,35.49,3.12,13.96,0.346,0.353,-1,1.56,29.7,-0.2,24.45,0
14,-5.69,14.11,1.94,104.4,190.6,8.55,2075,15.9,40.3,5,0,35.62,3.12,14.11,0.346,0.353,-1,1.56,29.9,-0.1,21.44,0
14,-5.68,14.11,1.94,104.4,190.6,8.57,2075,16.5,41.7,5,0,35.5,3.12,14.11,0.347,0.353,-1,1.56,29.8,-0.1,16.95,0
14,-5.59,14.26,1.97,104.4,190.6,8.51,2076,16.5,41.7,5,0,35.37,3.12,14.26,0.347,0.353,-1,1.56,29.7,-0.1,22.36,0
14,-5.59,14.41,1.97,104.4,190.6,8.51,2075,16.5,41.7,5,0,35.37,3.12,14.41,0.353,0.353,-1,0.78,29.8,-0.2,21.29,0
14,-5.59,14.55,1.97,104.4,190.6,8.5,2077,16.5,41.7,5,0,35.35,3.12,14.55,0.353,0.353,-1,0.78,29.8,-0.1,23.44,0
14,-5.56,14.55,1.97,104.4,190.6,8.48,2077,16.7,42.2,5,0,35.26,3.12,14.55,0.352,0.353,-1,0.78,29.7,0,22.97,0
14,-5.55,14.7,1.99,104.4,190.6,8.48,2077,16.8,42.4,5,0,35.28,3.12,14.7,0.354,0.341,-1,0.78,29.6,-0.2,17.18,0
14,-5.54,14.7,1.99,104.4,190.6,8.48,2077,16.8,42.4,5,0,35.21,3.12,14.7,0.354,0.333,-1,0.78,29.8,-0.1,15.06,0
13,-5.51,14.85,1.99,104.4,190.6,8.41,2079,15.9,40.1,5,0,35.21,3.12,14.7,0.354,0.328,-1,0.78,29.7,0,14.31,0
13,-5.69,14.85,1.86,104.4,190.6,7.61,2075,14.6,37,5,0,36.21,3.12,14.85,0.354,0.317,-1,1.56,29.5,-0.1,15.08,0
12,-5.98,14.85,1.86,104.4,190.6,7.38,2079,13.3,33.6,5,0,36.71,3.12,14.85,0.331,0.314,-1,1.56,29.4,-0.2,12.34,0
12,-6.22,14.85,1.78,104.4,190.6,7.31,2076,12.9,32.5,5,0,37.03,3.12,14.85,0.331,0.31,-1,1.56,29.6,-0.1,12.37,0
12,-6.32,14.7,1.78,104.4,190.6,7.37,2081,12.4,31.2,5,0,37.24,2.34,14.7,0.318,0.307,-1,1.56,29.5,0,12,0
12,-6.37,14.7,1.75,104.4,190.6,7.37,2082,11.9,30.2,5,0,37.38,2.34,14.7,0.318,0.306,-1,1.56,29.5,-0.1,11.94,0
12,-6.48,14.7,1.75,104.4,190.6,7.37,2083,11.8,29.7,5,0,37.38,2.34,14.7,0.312,0.3,-1,1.56,29.8,-0.2,11.06,0
12,-6.47,14.7,1.74,104.4,190.6,7.3,2084,11.5,29.1,5,0,37.64,2.34,14.7,0.31,0.3,-1,1.56,29.9,-0.1,11.16,0
12,-6.52,14.7,1.74,104.4,190.6,7.2,2080,11.1,28,5,0,37.78,2.34,14.7,0.31,0.299,-1,2.34,29.8,-0.1,11.72,0
12,-6.6,14.7,1.7,104.4,190.6,7.19,2078,10.8,27.4,5,0,38.01,2.34,14.7,0.303,0.299,-1,2.34,29.8,-0.2,10.93,0
12,-6.66,14.7,1.7,104.4,190.6,7.19,2074,10.8,27.2,5,0,38.11,2.34,14.7,0.303,0.299,-1,1.56,30.1,-0.1,11.65,0
12,-6.64,14.7,1.69,104.4,190.6,7.19,2081,10.8,27.3,5,0,38.15,2.34,14.7,0.302,0.298,-1,1.56,30.1,0,10.83,0
12,-6.67,14.7,1.68,104.4,190.6,7.19,2078,10.5,26.6,5,0,38.16,2.34,14.7,0.302,0.298,-1,1.56,30,-0.1,11.07,0
12,-6.68,14.7,1.68,104.4,190.6,7.19,2082,10.6,26.7,5,0,38.29,2.34,14.7,0.299,0.297,-1,1.56,30.2,-0.2,10.98,0
12,-6.69,14.85,1.68,104.4,190.6,7.19,2083,10.5,26.6,5,0,38.36,2.34,14.85,0.299,0.297,-1,1.56,30.4,-0.1,11,0
12,-6.68,14.85,1.68,104.4,190.6,7.19,2081,10.5,26.5,5,0,38.41,2.34,14.85,0.299,0.297,-1,1.56,30.3,0,11.44,0
12,-6.69,14.85,1.68,104.4,190.6,7.19,2076,10.4,26.3,5,0,38.47,2.34,14.85,0.299,0.297,-1,1.56,30.2,-0.1,11.64,0
12,-6.68,14.85,1.68,104.4,190.6,7.19,2076,10.5,26.5,5,0,38.49,2.34,14.85,0.299,0.297,-1,2.34,30.4,-0.1,11.44,0
12,-6.69,14.85,1.67,104.4,190.6,7.19,2077,10.5,26.6,5,0,38.48,2.34,14.99,0.299,0.305,-1,3.12,30.3,0,12.33,0
12,-6.67,14.85,1.67,104.4,190.6,7.19,2076,10.5,26.6,5,0,38.46,2.34,14.85,0.299,0.308,-1,3.12,30.3,-0.1,12.39,0
12,-6.64,14.85,1.69,104.4,190.6,7.42,2078,10.9,27.6,5,0,38.17,2.34,14.85,0.301,0.31,-1,3.12,30.2,-0.2,12.51,0
12,-6.58,14.7,1.72,104.4,190.6,7.43,2069,11.1,28.1,5,0,38.18,2.34,14.7,0.301,0.311,-1,3.12,30.4,-0.1,12.45,0
12,-6.54,14.7,1.72,104.4,190.6,7.43,2073,11.3,28.6,5,0,37.95,2.34,14.7,0.306,0.317,-1,3.12,30.3,-0.1,13.95,0
12,-6.52,14.7,1.74,104.4,190.6,7.52,2080,11.6,29.4,5,0,37.98,2.34,14.7,0.306,0.318,-1,3.12,30.2,-0.1,13.99,0
12,-6.42,14.7,1.74,104.4,190.6,7.65,2080,12.1,30.5,5,0,37.71,2.34,14.7,0.31,0.319,-1,3.12,30.4,-0.1,15.34,0
12,-6.37,14.7,1.77,104.4,190.6,7.66,2081,12.3,31.1,5,0,37.54,2.34,14.7,0.31,0.319,-1,2.34,30.4,-0.1,15.46,0
12,-6.33,14.7,1.77,104.4,190.6,7.66,2080,12.5,31.6,5,0,37.54,2.34,14.7,0.316,0.322,-1,2.34,30.2,0,13.5,0
12,-6.3,14.7,1.79,104.4,190.6,7.68,2080,12.6,31.8,5,0,37.43,2.34,14.7,0.318,0.325,-1,2.34,30.1,-0.1,15.82,0
13,-6.28,14.7,1.79,104.4,190.6,7.8,2080,12.9,32.6,5,0,37.37,2.34,14.7,0.318,0.334,-1,2.34,30.4,-0.1,19.05,0
14,-6.19,14.85,1.83,104.4,190.6,8,2079,14.1,35.6,5,0,37.24,2.34,14.85,0.326,0.342,-1,2.34,30.2,-0.1,20.25,0
14,-5.97,14.85,1.83,104.4,190.6,8.26,2079,14.9,37.8,5,0,36.68,2.34,14.85,0.326,0.366,-1,2.34,30.1,-0.1,29.93,0
15,-5.82,14.85,1.92,104.4,190.6,8.75,2079,16.7,42.1,5,0,36.32,3.12,14.99,0.342,0.383,-1,3.12,30.1,-0.2,35.45,0
16,-5.43,14.85,2.12,104.4,190.6,9.25,2086,18.8,47.3,5,0,35.7,3.12,14.85,0.342,0.385,-1,3.12,30.1,-0.1,40.7,0
16,-5.13,14.85,2.12,104.4,190.6,9.35,2083,19.4,49,5,0,34.61,3.12,14.85,0.378,0.385,-1,3.12,29.9,-0.1,40.89,0
16,-5.03,14.7,2.15,104.4,190.6,9.11,2084,19.7,49.8,5,0,33.87,3.12,14.7,0.378,0.385,-1,2.34,29.5,-0.1,40.1,0
16,-4.98,14.55,2.15,104.4,190.6,9.11,2083,20.2,50.8,5,0,33.67,3.12,14.55,0.381,0.384,-1,1.56,29.2,-0.2,40.12,0
16,-4.96,14.41,2.16,104.4,190.6,9.04,2084,20.3,51.2,5,0,33.54,3.12,14.41,0.381,0.384,-1,1.56,29.1,-0.1,39.74,0
16,-4.94,14.41,2.16,104.4,190.6,9.03,2088,20.4,51.3,5,0,33.49,3.12,14.41,0.384,0.384,-1,1.56,28.8,-0.1,40.01,0
16,-4.92,14.41,2.17,104.4,190.6,9.01,2087,20.5,51.6,5,0,33.36,3.12,14.41,0.385,0.384,-1,1.56,28.6,-0.2,39.51,0
16,-4.96,14.41,2.17,104.4,190.6,8.98,2086,20.5,51.6,5,0,33.4,3.12,14.41,0.385,0.383,-1,1.56,28.4,-0.1,39.02,0
